Experiment Time (minutes),Reads,Basecalled Reads Passed,Basecalled Reads Failed,Basecalled Reads Skipped,Selected Raw Samples,Selected Events,Estimated Bases,Basecalled Bases,Basecalled Samples,
1462,13759,0,0,0,176381301,8786382,15809945,0,0,
1463,13759,0,0,0,176381301,8786382,15809945,0,0,
1464,13759,0,0,0,176381301,8786382,15809945,0,0,
1465,13759,0,0,0,176381301,8786382,15809945,0,0,
1466,13759,0,0,0,176381301,8786382,15809945,0,0,
1467,13759,0,0,0,176381301,8786382,15809945,0,0,
1468,13759,0,0,0,176381301,8786382,15809945,0,0,
1469,13759,0,0,0,176381301,8786382,15809945,0,0,
1470,13759,0,0,0,176381301,8786382,15809945,0,0,
1471,13759,0,0,0,176381301,8786382,15809945,0,0,
1472,13759,0,0,0,176381301,8786382,15809945,0,0,
1473,13759,0,0,0,176381301,8786382,15809945,0,0,
1474,13759,0,0,0,176381301,8786382,15809945,0,0,
1475,13759,0,0,0,176381301,8786382,15809945,0,0,
1476,13759,0,0,0,176381301,8786382,15809945,0,0,
1477,13759,0,0,0,176381301,8786382,15809945,0,0,
1478,13759,0,0,0,176381301,8786382,15809945,0,0,
1479,13759,0,0,0,176381301,8786382,15809945,0,0,
1480,13759,0,0,0,176381301,8786382,15809945,0,0,
1481,13759,0,0,0,176381301,8786382,15809945,0,0,
1482,13759,0,0,0,176381301,8786382,15809945,0,0,
1483,13759,0,0,0,176381301,8786382,15809945,0,0,
1484,13759,0,0,0,176381301,8786382,15809945,0,0,
1485,13759,0,0,0,176381301,8786382,15809945,0,0,
1486,13759,0,0,0,176381301,8786382,15809945,0,0,
1487,13759,0,0,0,176381301,8786382,15809945,0,0,
1488,13759,0,0,0,176381301,8786382,15809945,0,0,
1489,13759,0,0,0,176381301,8786382,15809945,0,0,
1490,13759,0,0,0,176381301,8786382,15809945,0,0,
1491,13759,0,0,0,176381301,8786382,15809945,0,0,
1492,13759,0,0,0,176381301,8786382,15809945,0,0,
1493,13759,0,0,0,176381301,8786382,15809945,0,0,
1494,13759,0,0,0,176381301,8786382,15809945,0,0,
1495,13759,0,0,0,176381301,8786382,15809945,0,0,
1496,13759,0,0,0,176381301,8786382,15809945,0,0,
1497,13759,0,0,0,176381301,8786382,15809945,0,0,
1498,13759,0,0,0,176381301,8786382,15809945,0,0,
1499,13759,0,0,0,176381301,8786382,15809945,0,0,
1500,13759,0,0,0,176381301,8786382,15809945,0,0,
1501,13759,0,0,0,176381301,8786382,15809945,0,0,
1502,13759,0,0,0,176381301,8786382,15809945,0,0,
1503,13759,0,0,0,176381301,8786382,15809945,0,0,
1504,13759,0,0,0,176381301,8786382,15809945,0,0,
1505,13759,0,0,0,176381301,8786382,15809945,0,0,
1506,13759,0,0,0,176381301,8786382,15809945,0,0,
1507,13759,0,0,0,176381301,8786382,15809945,0,0,
1508,13759,0,0,0,176381301,8786382,15809945,0,0,
1509,13759,0,0,0,176381301,8786382,15809945,0,0,
1510,13759,0,0,0,176381301,8786382,15809945,0,0,
1511,13759,0,0,0,176381301,8786382,15809945,0,0,
1512,13759,0,0,0,176381301,8786382,15809945,0,0,
1513,13759,0,0,0,176381301,8786382,15809945,0,0,
1514,13759,0,0,0,176381301,8786382,15809945,0,0,
1515,13759,0,0,0,176381301,8786382,15809945,0,0,
1516,13759,0,0,0,176381301,8786382,15809945,0,0,
1517,13759,0,0,0,176381301,8786382,15809945,0,0,
1518,13759,0,0,0,176381301,8786382,15809945,0,0,
1519,13759,0,0,0,176381301,8786382,15809945,0,0,
1520,13759,0,0,0,176381301,8786382,15809945,0,0,
1521,13759,0,0,0,176381301,8786382,15809945,0,0,
1522,13759,0,0,0,176381301,8786382,15809945,0,0,
1523,13759,0,0,0,176381301,8786382,15809945,0,0,
1524,13759,0,0,0,176381301,8786382,15809945,0,0,
1525,13759,0,0,0,176381301,8786382,15809945,0,0,
1526,13759,0,0,0,176381301,8786382,15809945,0,0,
1527,13759,0,0,0,176381301,8786382,15809945,0,0,
1528,13759,0,0,0,176381301,8786382,15809945,0,0,
1529,13759,0,0,0,176381301,8786382,15809945,0,0,
1530,13759,0,0,0,176381301,8786382,15809945,0,0,
1531,13759,0,0,0,176381301,8786382,15809945,0,0,
1532,13759,0,0,0,176381301,8786382,15809945,0,0,
1533,13759,0,0,0,176381301,8786382,15809945,0,0,
1534,13759,0,0,0,176381301,8786382,15809945,0,0,
1535,13759,0,0,0,176381301,8786382,15809945,0,0,
1536,13759,0,0,0,176381301,8786382,15809945,0,0,
1537,13759,0,0,0,176381301,8786382,15809945,0,0,
1538,13759,0,0,0,176381301,8786382,15809945,0,0,
1539,13759,0,0,0,176381301,8786382,15809945,0,0,
1540,13759,0,0,0,176381301,8786382,15809945,0,0,
1541,13759,0,0,0,176381301,8786382,15809945,0,0,
1542,13759,0,0,0,176381301,8786382,15809945,0,0,
1543,13759,0,0,0,176381301,8786382,15809945,0,0,
1544,13759,0,0,0,176381301,8786382,15809945,0,0,
1545,13759,0,0,0,176381301,8786382,15809945,0,0,
1546,13759,0,0,0,176381301,8786382,15809945,0,0,
1547,13759,0,0,0,176381301,8786382,15809945,0,0,
1548,13759,0,0,0,176381301,8786382,15809945,0,0,
1549,13759,0,0,0,176381301,8786382,15809945,0,0,
1550,13759,0,0,0,176381301,8786382,15809945,0,0,
1551,13759,0,0,0,176381301,8786382,15809945,0,0,
1552,13759,0,0,0,176381301,8786382,15809945,0,0,
1553,13759,0,0,0,176381301,8786382,15809945,0,0,
1554,13759,0,0,0,176381301,8786382,15809945,0,0,
1555,13759,0,0,0,176381301,8786382,15809945,0,0,
1556,13759,0,0,0,176381301,8786382,15809945,0,0,
1557,13759,0,0,0,176381301,8786382,15809945,0,0,
1558,13759,0,0,0,176381301,8786382,15809945,0,0,
1559,13759,0,0,0,176381301,8786382,15809945,0,0,
1560,13759,0,0,0,176381301,8786382,15809945,0,0,
1561,13759,0,0,0,176381301,8786382,15809945,0,0,
1562,13759,0,0,0,176381301,8786382,15809945,0,0,
1563,13759,0,0,0,176381301,8786382,15809945,0,0,
1564,13759,0,0,0,176381301,8786382,15809945,0,0,
1565,13759,0,0,0,176381301,8786382,15809945,0,0,
1566,13759,0,0,0,176381301,8786382,15809945,0,0,
1567,13759,0,0,0,176381301,8786382,15809945,0,0,
1568,13759,0,0,0,176381301,8786382,15809945,0,0,
1569,13759,0,0,0,176381301,8786382,15809945,0,0,
1570,13759,0,0,0,176381301,8786382,15809945,0,0,
1571,13759,0,0,0,176381301,8786382,15809945,0,0,
1572,13759,0,0,0,176381301,8786382,15809945,0,0,
1573,13759,0,0,0,176381301,8786382,15809945,0,0,
1574,13759,0,0,0,176381301,8786382,15809945,0,0,
1575,13759,0,0,0,176381301,8786382,15809945,0,0,
1576,13759,0,0,0,176381301,8786382,15809945,0,0,
1577,13759,0,0,0,176381301,8786382,15809945,0,0,
1578,13759,0,0,0,176381301,8786382,15809945,0,0,
1579,13759,0,0,0,176381301,8786382,15809945,0,0,
1580,13759,0,0,0,176381301,8786382,15809945,0,0,
1581,13759,0,0,0,176381301,8786382,15809945,0,0,
1582,13759,0,0,0,176381301,8786382,15809945,0,0,
1583,13759,0,0,0,176381301,8786382,15809945,0,0,
1584,13759,0,0,0,176381301,8786382,15809945,0,0,
1585,13759,0,0,0,176381301,8786382,15809945,0,0,
1586,13759,0,0,0,176381301,8786382,15809945,0,0,
1587,13759,0,0,0,176381301,8786382,15809945,0,0,
1588,13759,0,0,0,176381301,8786382,15809945,0,0,
1589,13759,0,0,0,176381301,8786382,15809945,0,0,
1590,13759,0,0,0,176381301,8786382,15809945,0,0,
1591,13759,0,0,0,176381301,8786382,15809945,0,0,
1592,13759,0,0,0,176381301,8786382,15809945,0,0,
1593,13759,0,0,0,176381301,8786382,15809945,0,0,
1594,13759,0,0,0,176381301,8786382,15809945,0,0,
1595,13759,0,0,0,176381301,8786382,15809945,0,0,
1596,13759,0,0,0,176381301,8786382,15809945,0,0,
1597,13759,0,0,0,176381301,8786382,15809945,0,0,
1598,13759,0,0,0,176381301,8786382,15809945,0,0,
1599,13759,0,0,0,176381301,8786382,15809945,0,0,
1600,13759,0,0,0,176381301,8786382,15809945,0,0,
1601,13759,0,0,0,176381301,8786382,15809945,0,0,
1602,13759,0,0,0,176381301,8786382,15809945,0,0,
1603,13759,0,0,0,176381301,8786382,15809945,0,0,
1604,13759,0,0,0,176381301,8786382,15809945,0,0,
1605,13759,0,0,0,176381301,8786382,15809945,0,0,
1606,13759,0,0,0,176381301,8786382,15809945,0,0,
1607,13759,0,0,0,176381301,8786382,15809945,0,0,
1608,13759,0,0,0,176381301,8786382,15809945,0,0,
1609,13759,0,0,0,176381301,8786382,15809945,0,0,
1610,13759,0,0,0,176381301,8786382,15809945,0,0,
1611,13759,0,0,0,176381301,8786382,15809945,0,0,
1612,13759,0,0,0,176381301,8786382,15809945,0,0,
1613,13759,0,0,0,176381301,8786382,15809945,0,0,
1614,13759,0,0,0,176381301,8786382,15809945,0,0,
1615,13759,0,0,0,176381301,8786382,15809945,0,0,
1616,13759,0,0,0,176381301,8786382,15809945,0,0,
1617,13759,0,0,0,176381301,8786382,15809945,0,0,
1618,13759,0,0,0,176381301,8786382,15809945,0,0,
1619,13759,0,0,0,176381301,8786382,15809945,0,0,
1620,13759,0,0,0,176381301,8786382,15809945,0,0,
1621,13759,0,0,0,176381301,8786382,15809945,0,0,
1622,13759,0,0,0,176381301,8786382,15809945,0,0,
1623,13759,0,0,0,176381301,8786382,15809945,0,0,
1624,13759,0,0,0,176381301,8786382,15809945,0,0,
1625,13759,0,0,0,176381301,8786382,15809945,0,0,
1626,13759,0,0,0,176381301,8786382,15809945,0,0,
1627,13759,0,0,0,176381301,8786382,15809945,0,0,
1628,13759,0,0,0,176381301,8786382,15809945,0,0,
1629,13759,0,0,0,176381301,8786382,15809945,0,0,
1630,13759,0,0,0,176381301,8786382,15809945,0,0,
1631,13759,0,0,0,176381301,8786382,15809945,0,0,
1632,13759,0,0,0,176381301,8786382,15809945,0,0,
1633,13759,0,0,0,176381301,8786382,15809945,0,0,
1634,13759,0,0,0,176381301,8786382,15809945,0,0,
1635,13759,0,0,0,176381301,8786382,15809945,0,0,
1636,13759,0,0,0,176381301,8786382,15809945,0,0,
1637,13759,0,0,0,176381301,8786382,15809945,0,0,
1638,13759,0,0,0,176381301,8786382,15809945,0,0,
1639,13759,0,0,0,176381301,8786382,15809945,0,0,
1640,13759,0,0,0,176381301,8786382,15809945,0,0,
1641,13759,0,0,0,176381301,8786382,15809945,0,0,
1642,13759,0,0,0,176381301,8786382,15809945,0,0,
1643,13759,0,0,0,176381301,8786382,15809945,0,0,
1644,13759,0,0,0,176381301,8786382,15809945,0,0,
1645,13759,0,0,0,176381301,8786382,15809945,0,0,
1646,13759,0,0,0,176381301,8786382,15809945,0,0,
1647,13759,0,0,0,176381301,8786382,15809945,0,0,
1648,13759,0,0,0,176381301,8786382,15809945,0,0,
1649,13759,0,0,0,176381301,8786382,15809945,0,0,
1650,13759,0,0,0,176381301,8786382,15809945,0,0,
1651,13759,0,0,0,176381301,8786382,15809945,0,0,
1652,13759,0,0,0,176381301,8786382,15809945,0,0,
1653,13759,0,0,0,176381301,8786382,15809945,0,0,
1654,13759,0,0,0,176381301,8786382,15809945,0,0,
1655,13759,0,0,0,176381301,8786382,15809945,0,0,
1656,13759,0,0,0,176381301,8786382,15809945,0,0,
1657,13759,0,0,0,176381301,8786382,15809945,0,0,
1658,13759,0,0,0,176381301,8786382,15809945,0,0,
1659,13759,0,0,0,176381301,8786382,15809945,0,0,
1660,13759,0,0,0,176381301,8786382,15809945,0,0,
1661,13759,0,0,0,176381301,8786382,15809945,0,0,
1662,13759,0,0,0,176381301,8786382,15809945,0,0,
1663,13759,0,0,0,176381301,8786382,15809945,0,0,
1664,13759,0,0,0,176381301,8786382,15809945,0,0,
1665,13759,0,0,0,176381301,8786382,15809945,0,0,
1666,13759,0,0,0,176381301,8786382,15809945,0,0,
1667,13759,0,0,0,176381301,8786382,15809945,0,0,
1668,13759,0,0,0,176381301,8786382,15809945,0,0,
1669,13759,0,0,0,176381301,8786382,15809945,0,0,
1670,13759,0,0,0,176381301,8786382,15809945,0,0,
1671,13759,0,0,0,176381301,8786382,15809945,0,0,
1672,13759,0,0,0,176381301,8786382,15809945,0,0,
1673,13759,0,0,0,176381301,8786382,15809945,0,0,
1674,13759,0,0,0,176381301,8786382,15809945,0,0,
1675,13759,0,0,0,176381301,8786382,15809945,0,0,
1676,13759,0,0,0,176381301,8786382,15809945,0,0,
1677,13759,0,0,0,176381301,8786382,15809945,0,0,
1678,13759,0,0,0,176381301,8786382,15809945,0,0,
1679,13759,0,0,0,176381301,8786382,15809945,0,0,
1680,13759,0,0,0,176381301,8786382,15809945,0,0,
1681,13759,0,0,0,176381301,8786382,15809945,0,0,
1682,13759,0,0,0,176381301,8786382,15809945,0,0,
1683,13759,0,0,0,176381301,8786382,15809945,0,0,
1684,13759,0,0,0,176381301,8786382,15809945,0,0,
1685,13759,0,0,0,176381301,8786382,15809945,0,0,
1686,13759,0,0,0,176381301,8786382,15809945,0,0,
1687,13759,0,0,0,176381301,8786382,15809945,0,0,
1688,13759,0,0,0,176381301,8786382,15809945,0,0,
1689,13759,0,0,0,176381301,8786382,15809945,0,0,
1690,13759,0,0,0,176381301,8786382,15809945,0,0,
1691,13759,0,0,0,176381301,8786382,15809945,0,0,
1692,13759,0,0,0,176381301,8786382,15809945,0,0,
1693,13759,0,0,0,176381301,8786382,15809945,0,0,
1694,13759,0,0,0,176381301,8786382,15809945,0,0,
1695,13759,0,0,0,176381301,8786382,15809945,0,0,
1696,13759,0,0,0,176381301,8786382,15809945,0,0,
1697,13759,0,0,0,176381301,8786382,15809945,0,0,
1698,13759,0,0,0,176381301,8786382,15809945,0,0,
1699,13759,0,0,0,176381301,8786382,15809945,0,0,
1700,13759,0,0,0,176381301,8786382,15809945,0,0,
1701,13759,0,0,0,176381301,8786382,15809945,0,0,
1702,13759,0,0,0,176381301,8786382,15809945,0,0,
1703,13759,0,0,0,176381301,8786382,15809945,0,0,
1704,13759,0,0,0,176381301,8786382,15809945,0,0,
1705,13759,0,0,0,176381301,8786382,15809945,0,0,
1706,13759,0,0,0,176381301,8786382,15809945,0,0,
1707,13759,0,0,0,176381301,8786382,15809945,0,0,
1708,13759,0,0,0,176381301,8786382,15809945,0,0,
1709,13759,0,0,0,176381301,8786382,15809945,0,0,
1710,13759,0,0,0,176381301,8786382,15809945,0,0,
1711,13759,0,0,0,176381301,8786382,15809945,0,0,
1712,13759,0,0,0,176381301,8786382,15809945,0,0,
1713,13759,0,0,0,176381301,8786382,15809945,0,0,
1714,13759,0,0,0,176381301,8786382,15809945,0,0,
1715,13759,0,0,0,176381301,8786382,15809945,0,0,
1716,13759,0,0,0,176381301,8786382,15809945,0,0,
1717,13759,0,0,0,176381301,8786382,15809945,0,0,
1718,13759,0,0,0,176381301,8786382,15809945,0,0,
1719,13759,0,0,0,176381301,8786382,15809945,0,0,
1720,13759,0,0,0,176381301,8786382,15809945,0,0,
1721,13759,0,0,0,176381301,8786382,15809945,0,0,
1722,13759,0,0,0,176381301,8786382,15809945,0,0,
1723,13759,0,0,0,176381301,8786382,15809945,0,0,
1724,13759,0,0,0,176381301,8786382,15809945,0,0,
1725,13759,0,0,0,176381301,8786382,15809945,0,0,
1726,13759,0,0,0,176381301,8786382,15809945,0,0,
1727,13759,0,0,0,176381301,8786382,15809945,0,0,
1728,13759,0,0,0,176381301,8786382,15809945,0,0,
1729,13759,0,0,0,176381301,8786382,15809945,0,0,
1730,13759,0,0,0,176381301,8786382,15809945,0,0,
1731,13759,0,0,0,176381301,8786382,15809945,0,0,
1732,13759,0,0,0,176381301,8786382,15809945,0,0,
1733,13759,0,0,0,176381301,8786382,15809945,0,0,
1734,13759,0,0,0,176381301,8786382,15809945,0,0,
1735,13759,0,0,0,176381301,8786382,15809945,0,0,
1736,13759,0,0,0,176381301,8786382,15809945,0,0,
1737,13759,0,0,0,176381301,8786382,15809945,0,0,
1738,13759,0,0,0,176381301,8786382,15809945,0,0,
1739,13759,0,0,0,176381301,8786382,15809945,0,0,
1740,13759,0,0,0,176381301,8786382,15809945,0,0,
1741,13759,0,0,0,176381301,8786382,15809945,0,0,
1742,13759,0,0,0,176381301,8786382,15809945,0,0,
1743,13759,0,0,0,176381301,8786382,15809945,0,0,
1744,13759,0,0,0,176381301,8786382,15809945,0,0,
1745,13759,0,0,0,176381301,8786382,15809945,0,0,
1746,13759,0,0,0,176381301,8786382,15809945,0,0,
1747,13759,0,0,0,176381301,8786382,15809945,0,0,
1748,13759,0,0,0,176381301,8786382,15809945,0,0,
1749,13759,0,0,0,176381301,8786382,15809945,0,0,
1750,13759,0,0,0,176381301,8786382,15809945,0,0,
1751,13759,0,0,0,176381301,8786382,15809945,0,0,
1752,13759,0,0,0,176381301,8786382,15809945,0,0,
1753,13759,0,0,0,176381301,8786382,15809945,0,0,
1754,13759,0,0,0,176381301,8786382,15809945,0,0,
1755,13759,0,0,0,176381301,8786382,15809945,0,0,
1756,13759,0,0,0,176381301,8786382,15809945,0,0,
1757,13759,0,0,0,176381301,8786382,15809945,0,0,
1758,13759,0,0,0,176381301,8786382,15809945,0,0,
1759,13759,0,0,0,176381301,8786382,15809945,0,0,
1760,13759,0,0,0,176381301,8786382,15809945,0,0,
1761,13759,0,0,0,176381301,8786382,15809945,0,0,
1762,13759,0,0,0,176381301,8786382,15809945,0,0,
1763,13759,0,0,0,176381301,8786382,15809945,0,0,
1764,13759,0,0,0,176381301,8786382,15809945,0,0,
1765,13759,0,0,0,176381301,8786382,15809945,0,0,
1766,13759,0,0,0,176381301,8786382,15809945,0,0,
1767,13759,0,0,0,176381301,8786382,15809945,0,0,
1768,13759,0,0,0,176381301,8786382,15809945,0,0,
1769,13759,0,0,0,176381301,8786382,15809945,0,0,
1770,13759,0,0,0,176381301,8786382,15809945,0,0,
1771,13759,0,0,0,176381301,8786382,15809945,0,0,
1772,13759,0,0,0,176381301,8786382,15809945,0,0,
1773,13759,0,0,0,176381301,8786382,15809945,0,0,
1774,13759,0,0,0,176381301,8786382,15809945,0,0,
1775,13759,0,0,0,176381301,8786382,15809945,0,0,
1776,13759,0,0,0,176381301,8786382,15809945,0,0,
1777,13759,0,0,0,176381301,8786382,15809945,0,0,
1778,13759,0,0,0,176381301,8786382,15809945,0,0,
1779,13759,0,0,0,176381301,8786382,15809945,0,0,
1780,13759,0,0,0,176381301,8786382,15809945,0,0,
1781,13759,0,0,0,176381301,8786382,15809945,0,0,
1782,13759,0,0,0,176381301,8786382,15809945,0,0,
1783,13759,0,0,0,176381301,8786382,15809945,0,0,
1784,13759,0,0,0,176381301,8786382,15809945,0,0,
1785,13759,0,0,0,176381301,8786382,15809945,0,0,
1786,13759,0,0,0,176381301,8786382,15809945,0,0,
1787,13759,0,0,0,176381301,8786382,15809945,0,0,
1788,13759,0,0,0,176381301,8786382,15809945,0,0,
1789,13759,0,0,0,176381301,8786382,15809945,0,0,
1790,13759,0,0,0,176381301,8786382,15809945,0,0,
1791,13759,0,0,0,176381301,8786382,15809945,0,0,
1792,13759,0,0,0,176381301,8786382,15809945,0,0,
1793,13759,0,0,0,176381301,8786382,15809945,0,0,
1794,13759,0,0,0,176381301,8786382,15809945,0,0,
1795,13759,0,0,0,176381301,8786382,15809945,0,0,
1796,13759,0,0,0,176381301,8786382,15809945,0,0,
1797,13759,0,0,0,176381301,8786382,15809945,0,0,
1798,13759,0,0,0,176381301,8786382,15809945,0,0,
1799,13759,0,0,0,176381301,8786382,15809945,0,0,
1800,13759,0,0,0,176381301,8786382,15809945,0,0,
1801,13759,0,0,0,176381301,8786382,15809945,0,0,
1802,13759,0,0,0,176381301,8786382,15809945,0,0,
1803,13759,0,0,0,176381301,8786382,15809945,0,0,
1804,13759,0,0,0,176381301,8786382,15809945,0,0,
1805,13759,0,0,0,176381301,8786382,15809945,0,0,
1806,13759,0,0,0,176381301,8786382,15809945,0,0,
1807,13759,0,0,0,176381301,8786382,15809945,0,0,
1808,13759,0,0,0,176381301,8786382,15809945,0,0,
1809,13759,0,0,0,176381301,8786382,15809945,0,0,
1810,13759,0,0,0,176381301,8786382,15809945,0,0,
1811,13759,0,0,0,176381301,8786382,15809945,0,0,
1812,13759,0,0,0,176381301,8786382,15809945,0,0,
1813,13759,0,0,0,176381301,8786382,15809945,0,0,
1814,13759,0,0,0,176381301,8786382,15809945,0,0,
1815,13759,0,0,0,176381301,8786382,15809945,0,0,
1816,13759,0,0,0,176381301,8786382,15809945,0,0,
1817,13759,0,0,0,176381301,8786382,15809945,0,0,
1818,13759,0,0,0,176381301,8786382,15809945,0,0,
1819,13759,0,0,0,176381301,8786382,15809945,0,0,
1820,13759,0,0,0,176381301,8786382,15809945,0,0,
1821,13759,0,0,0,176381301,8786382,15809945,0,0,
1822,13759,0,0,0,176381301,8786382,15809945,0,0,
1823,13759,0,0,0,176381301,8786382,15809945,0,0,
1824,13759,0,0,0,176381301,8786382,15809945,0,0,
1825,13759,0,0,0,176381301,8786382,15809945,0,0,
1826,13759,0,0,0,176381301,8786382,15809945,0,0,
1827,13759,0,0,0,176381301,8786382,15809945,0,0,
1828,13759,0,0,0,176381301,8786382,15809945,0,0,
1829,13759,0,0,0,176381301,8786382,15809945,0,0,
1830,13759,0,0,0,176381301,8786382,15809945,0,0,
1831,13759,0,0,0,176381301,8786382,15809945,0,0,
1832,13759,0,0,0,176381301,8786382,15809945,0,0,
1833,13759,0,0,0,176381301,8786382,15809945,0,0,
1834,13759,0,0,0,176381301,8786382,15809945,0,0,
1835,13759,0,0,0,176381301,8786382,15809945,0,0,
1836,13759,0,0,0,176381301,8786382,15809945,0,0,
1837,13759,0,0,0,176381301,8786382,15809945,0,0,
1838,13759,0,0,0,176381301,8786382,15809945,0,0,
1839,13759,0,0,0,176381301,8786382,15809945,0,0,
1840,13759,0,0,0,176381301,8786382,15809945,0,0,
1841,13759,0,0,0,176381301,8786382,15809945,0,0,
1842,13759,0,0,0,176381301,8786382,15809945,0,0,
1843,13759,0,0,0,176381301,8786382,15809945,0,0,
1844,13759,0,0,0,176381301,8786382,15809945,0,0,
1845,13759,0,0,0,176381301,8786382,15809945,0,0,
1846,13759,0,0,0,176381301,8786382,15809945,0,0,
1847,13759,0,0,0,176381301,8786382,15809945,0,0,
1848,13759,0,0,0,176381301,8786382,15809945,0,0,
1849,13759,0,0,0,176381301,8786382,15809945,0,0,
1850,13759,0,0,0,176381301,8786382,15809945,0,0,
1851,13759,0,0,0,176381301,8786382,15809945,0,0,
1852,13759,0,0,0,176381301,8786382,15809945,0,0,
1853,13759,0,0,0,176381301,8786382,15809945,0,0,
1854,13759,0,0,0,176381301,8786382,15809945,0,0,
1855,13759,0,0,0,176381301,8786382,15809945,0,0,
1856,13759,0,0,0,176381301,8786382,15809945,0,0,
1857,13759,0,0,0,176381301,8786382,15809945,0,0,
1858,13759,0,0,0,176381301,8786382,15809945,0,0,
1859,13759,0,0,0,176381301,8786382,15809945,0,0,
1860,13759,0,0,0,176381301,8786382,15809945,0,0,
1861,13759,0,0,0,176381301,8786382,15809945,0,0,
1862,13759,0,0,0,176381301,8786382,15809945,0,0,
1863,13759,0,0,0,176381301,8786382,15809945,0,0,
1864,13759,0,0,0,176381301,8786382,15809945,0,0,
1865,13759,0,0,0,176381301,8786382,15809945,0,0,
1866,13759,0,0,0,176381301,8786382,15809945,0,0,
1867,13759,0,0,0,176381301,8786382,15809945,0,0,
1868,13759,0,0,0,176381301,8786382,15809945,0,0,
1869,13759,0,0,0,176381301,8786382,15809945,0,0,
1870,13759,0,0,0,176381301,8786382,15809945,0,0,
1871,13759,0,0,0,176381301,8786382,15809945,0,0,
1872,13759,0,0,0,176381301,8786382,15809945,0,0,
1873,13759,0,0,0,176381301,8786382,15809945,0,0,
1874,13759,0,0,0,176381301,8786382,15809945,0,0,
1875,13759,0,0,0,176381301,8786382,15809945,0,0,
1876,13759,0,0,0,176381301,8786382,15809945,0,0,
1877,13759,0,0,0,176381301,8786382,15809945,0,0,
1878,13759,0,0,0,176381301,8786382,15809945,0,0,
1879,13759,0,0,0,176381301,8786382,15809945,0,0,
1880,13759,0,0,0,176381301,8786382,15809945,0,0,
1881,13759,0,0,0,176381301,8786382,15809945,0,0,
1882,13759,0,0,0,176381301,8786382,15809945,0,0,
1883,13759,0,0,0,176381301,8786382,15809945,0,0,
1884,13759,0,0,0,176381301,8786382,15809945,0,0,
1885,13759,0,0,0,176381301,8786382,15809945,0,0,
1886,13759,0,0,0,176381301,8786382,15809945,0,0,
1887,13759,0,0,0,176381301,8786382,15809945,0,0,
1888,13759,0,0,0,176381301,8786382,15809945,0,0,
1889,13759,0,0,0,176381301,8786382,15809945,0,0,
1890,13759,0,0,0,176381301,8786382,15809945,0,0,
1891,13759,0,0,0,176381301,8786382,15809945,0,0,
1892,13759,0,0,0,176381301,8786382,15809945,0,0,
1893,13759,0,0,0,176381301,8786382,15809945,0,0,
1894,13759,0,0,0,176381301,8786382,15809945,0,0,
1895,13759,0,0,0,176381301,8786382,15809945,0,0,
1896,13759,0,0,0,176381301,8786382,15809945,0,0,
1897,13759,0,0,0,176381301,8786382,15809945,0,0,
1898,13759,0,0,0,176381301,8786382,15809945,0,0,
1899,13759,0,0,0,176381301,8786382,15809945,0,0,
1900,13759,0,0,0,176381301,8786382,15809945,0,0,
1901,13759,0,0,0,176381301,8786382,15809945,0,0,
1902,13759,0,0,0,176381301,8786382,15809945,0,0,
1903,13759,0,0,0,176381301,8786382,15809945,0,0,
1904,13759,0,0,0,176381301,8786382,15809945,0,0,
1905,13759,0,0,0,176381301,8786382,15809945,0,0,
1906,13759,0,0,0,176381301,8786382,15809945,0,0,
1907,13759,0,0,0,176381301,8786382,15809945,0,0,
1908,13759,0,0,0,176381301,8786382,15809945,0,0,
1909,13759,0,0,0,176381301,8786382,15809945,0,0,
1910,13759,0,0,0,176381301,8786382,15809945,0,0,
1911,13759,0,0,0,176381301,8786382,15809945,0,0,
1912,13759,0,0,0,176381301,8786382,15809945,0,0,
1913,13759,0,0,0,176381301,8786382,15809945,0,0,
1914,13759,0,0,0,176381301,8786382,15809945,0,0,
1915,13759,0,0,0,176381301,8786382,15809945,0,0,
1916,13759,0,0,0,176381301,8786382,15809945,0,0,
1917,13759,0,0,0,176381301,8786382,15809945,0,0,
1918,13759,0,0,0,176381301,8786382,15809945,0,0,
1919,13759,0,0,0,176381301,8786382,15809945,0,0,
1920,13759,0,0,0,176381301,8786382,15809945,0,0,
1921,13759,0,0,0,176381301,8786382,15809945,0,0,
1922,13759,0,0,0,176381301,8786382,15809945,0,0,
1923,13759,0,0,0,176381301,8786382,15809945,0,0,
1924,13759,0,0,0,176381301,8786382,15809945,0,0,
1925,13759,0,0,0,176381301,8786382,15809945,0,0,
1926,13759,0,0,0,176381301,8786382,15809945,0,0,
1927,13759,0,0,0,176381301,8786382,15809945,0,0,
1928,13759,0,0,0,176381301,8786382,15809945,0,0,
1929,13759,0,0,0,176381301,8786382,15809945,0,0,
1930,13759,0,0,0,176381301,8786382,15809945,0,0,
1931,13759,0,0,0,176381301,8786382,15809945,0,0,
1932,13759,0,0,0,176381301,8786382,15809945,0,0,
1933,13759,0,0,0,176381301,8786382,15809945,0,0,
1934,13759,0,0,0,176381301,8786382,15809945,0,0,
1935,13759,0,0,0,176381301,8786382,15809945,0,0,
1936,13759,0,0,0,176381301,8786382,15809945,0,0,
1937,13759,0,0,0,176381301,8786382,15809945,0,0,
1938,13759,0,0,0,176381301,8786382,15809945,0,0,
1939,13759,0,0,0,176381301,8786382,15809945,0,0,
1940,13759,0,0,0,176381301,8786382,15809945,0,0,
